"Species","Longitude","Latitude"
"Populus_tremuloides",-88.62,48.8499999795391
"Populus_tremuloides",-150.92,60.2899999910921
"Populus_tremuloides",-73.8377780000001,49.2905559802739
"Populus_tremuloides",-124.46,66.6899999934495
"Populus_tremuloides",-130.02,66.0699999932695
"Populus_tremuloides",-122.39,59.319999990583
"Populus_tremuloides",-78.683333,52.9999999854045
"Populus_tremuloides",-74.35,49.901388981247
"Populus_tremuloides",-125.68,64.70999999285
"Populus_tremuloides",-78.473333,52.241666984502
"Populus_tremuloides",-152.1,62.2399999919631
"Populus_tremuloides",-112.1406,34.7009499428684
"Populus_tremuloides",-118.62,49.9699999813531
"Populus_tremuloides",-118.673933,37.780682952385
"Populus_tremuloides",-90.66,54.3699999868613
"Populus_tremuloides",-135.57,63.2099999923352
"Populus_tremuloides",-110.62,39.2699999568458
"Populus_tremuloides",-75.6658,41.9502999643833
"Populus_tremuloides",-76.0917,41.4068999629169
"Populus_tremuloides",-73.6175,41.1773999622874
"Populus_tremuloides",-77.33,49.8599999811828
"Populus_tremuloides",-117.53,41.599999963442
"Populus_tremuloides",-117.3,39.1499999564922
"Populus_tremuloides",-106.08,62.4499999920467
"Populus_tremuloides",-152.15,60.799999991338
"Populus_tremuloides",-119.85,38.941399955875
"Populus_tremuloides",-113.648056,42.3230559653689
"Populus_tremuloides",-62.9500000000001,50.6899999824261
"Populus_tremuloides",-73.584274,42.6966269663394
"Populus_tremuloides",-124.89,54.9399999874057
"Populus_tremuloides",-92.69,49.9899999813836
"Populus_tremuloides",-73.615707,41.45205296304
"Populus_tremuloides",-87.84,49.5199999806456
"Populus_tremuloides",-113.88,39.7499999582476
"Populus_tremuloides",-120.597516,41.9307149643311
"Populus_tremuloides",-143.36,63.4699999924292
"Populus_tremuloides",-94.31,48.4299999788127
"Populus_tremuloides",-68.41,47.3099999767495
"Populus_tremuloides",-96.28,51.1299999830471
"Populus_tremuloides",-128.88,56.519999988743
"Populus_tremuloides",-153.28,64.3899999927454
"Populus_tremuloides",-112.1506,42.956099967003
"Populus_tremuloides",-149.68,62.1199999919145
"Populus_tremuloides",-119.63,41.8499999641153
"Populus_tremuloides",-119.88,39.0999999563447
"Populus_tremuloides",-93.15,47.4599999770364
"Populus_tremuloides",-131.5,63.4599999924255
"Populus_tremuloides",-119.88,41.4799999631162
"Populus_tremuloides",-116.8365,39.0515999562015
"Populus_tremuloides",-77.13,47.7299999775446
"Populus_tremuloides",-119.9158,39.3082999569583
"Populus_tremuloides",-123.18,52.0399999842499
"Populus_tremuloides",-91.94,47.8999999778592
"Populus_tremuloides",-110.62,39.1699999565513
"Populus_tremuloides",-81.79,47.6699999774327
"Populus_tremuloides",-119.7,39.2699999568458
"Populus_tremuloides",-119.951586,39.8068529584124
"Populus_tremuloides",-158.2,65.5099999931013
"Populus_tremuloides",-154.06,62.6499999921245
"Populus_tremuloides",-71.3838,46.7661899756815
"Populus_tremuloides",-139.39102,64.1216799926556
"Populus_tremuloides",-127.27,59.4499999906545
"Populus_tremuloides",-65.31,48.5199999789705
"Populus_tremuloides",-101.28,58.5199999901176
"Populus_tremuloides",-93.35,49.9799999813685
"Populus_tremuloides",-69.2475,48.1439599783031
"Populus_tremuloides",-143.61,63.3899999924005
"Populus_tremuloides",-73.51071,45.5369499731075
"Populus_tremuloides",-145.65,62.0699999918941
"Populus_tremuloides",-73.04,47.8899999778408
"Populus_tremuloides",-131.96,62.5199999920741
"Populus_tremuloides",-118.73,48.5099999789529
"Populus_tremuloides",-66.088056,50.2252779817417
"Populus_tremuloides",-68.151389,49.2205559801589
"Populus_tremuloides",-126.71,58.8599999903207
"Populus_tremuloides",-63.924722,50.3016669818564
"Populus_tremuloides",-73.533333,53.8166669862987
"Populus_tremuloides",-113.25,60.0599999909764
"Populus_tremuloides",-65.088611,52.7986109851714
"Populus_tremuloides",-131.24,63.349999992386
"Populus_tremuloides",-128.49,61.6899999917356
"Populus_tremuloides",-120.77,56.7899999889479
"Populus_tremuloides",-67.39,48.0099999780604
"Populus_tremuloides",-110.98,54.2199999867121
"Populus_tremuloides",-151.52,66.5599999934123
"Populus_tremuloides",-98.04,48.8399999795222
"Populus_tremuloides",-115.85,57.0699999891536
"Populus_tremuloides",-68.579167,48.4486109788453
"Populus_tremuloides",-101.65,55.9199999882635
"Populus_tremuloides",-121.73,50.6499999823684
"Populus_tremuloides",-61.8500000000001,47.2333329766015
"Populus_tremuloides",-118.28,59.4299999906436
"Populus_tremuloides",-119.33,54.7299999872092
"Populus_tremuloides",-70.465,47.1338889764083
"Populus_tremuloides",-65.38,47.6599999774139
"Populus_tremuloides",-68.85,48.3333329786418
"Populus_tremuloides",-90.16,52.7099999850675
"Populus_tremuloides",-151.42,64.4499999927653
"Populus_tremuloides",-142.47,65.1399999929869
"Populus_tremuloides",-69.744167,47.7202779775265
"Populus_tremuloides",-93.73333,49.6500019808529
"Populus_tremuloides",-118.474052,47.8025889776795
"Populus_tremuloides",-71.77,48.7699999794027
"Populus_tremuloides",-118.6819,44.3095169703196
"Populus_tremuloides",-119.073889,47.8702779778044
"Populus_tremuloides",-149.61,60.9099999913893
"Populus_tremuloides",-118.54329,47.508179977128
"Populus_tremuloides",-120.85255,46.7262499756013
"Populus_tremuloides",-120.84194,47.7811099776397
"Populus_tremuloides",-120.56917,47.4672199770502
"Populus_tremuloides",-126.34,57.2099999892542
"Populus_tremuloides",-123.546633,46.9860169761185
"Populus_tremuloides",-119.29111,47.6113899773227
"Populus_tremuloides",-101.53,52.2099999844627
"Populus_tremuloides",-122.541733,48.5758829790679
"Populus_tremuloides",-120.360556,47.5791669772621
"Populus_tremuloides",-108.2,58.2999999899818
"Populus_tremuloides",-119.58,49.8899999812294
"Populus_tremuloides",-115.83972,47.6933299774763
"Populus_tremuloides",-116.828356,46.7778709757049
"Populus_tremuloides",-128.183333,59.9499999909201
"Populus_tremuloides",-88.75,49.239999980191
"Populus_tremuloides",-113.458666,43.8831749693016
"Populus_tremuloides",-116.90305,48.2001709784042
"Populus_tremuloides",-111.393063,44.4141709705656
"Populus_tremuloides",-99.47,52.4899999848052
"Populus_tremuloides",-113.770369,42.0875729647483
"Populus_tremuloides",-158.34,63.9399999925937
"Populus_tremuloides",-119.964121,46.7645549756782
"Populus_tremuloides",-79.33,49.4999999806135
"Populus_tremuloides",-92.2,49.6799999809004
"Populus_tremuloides",-113.227974,43.6975849688507
"Populus_tremuloides",-134.75,63.0699999922833
"Populus_tremuloides",-116.25,46.6666669754812
"Populus_tremuloides",-119.691389,42.4986109658272
"Populus_tremuloides",-114.92722,44.4424999706321
"Populus_tremuloides",-141.78,64.0199999926213
"Populus_tremuloides",-120.27583,47.1994399765359
"Populus_tremuloides",-134.31,61.6799999917313
"Populus_tremuloides",-120.74618,46.9960599761383
"Populus_tremuloides",-149.61,61.039999991449
"Populus_tremuloides",-122.33194,47.7740669776266
"Populus_tremuloides",-122.33083,47.6063899773134
"Populus_tremuloides",-118.54,67.289999993619
"Populus_tremuloides",-117.36528,47.7008299774903
"Populus_tremuloides",-119.049966,48.9462359797021
"Populus_tremuloides",-93.23,50.2399999817637
"Populus_tremuloides",-123.63,53.8199999863023
"Populus_tremuloides",-112.95,60.8699999913708
"Populus_tremuloides",-116.99611,48.5952799791016
"Populus_tremuloides",-91.31,54.0299999865197
"Populus_tremuloides",-116.73222,43.0169399671573
"Populus_tremuloides",-116.55389,45.3091699726064
"Populus_tremuloides",-136.8,59.9166669909029
"Populus_tremuloides",-113.0225,43.3961099681083
"Populus_tremuloides",-113.56333,43.4683299682872
"Populus_tremuloides",-122.922311,47.3535639768332
"Populus_tremuloides",-120.58112,46.9942399761347
"Populus_tremuloides",-120.20722,47.6761099774441
"Populus_tremuloides",-120.728611,47.4963889771056
"Populus_tremuloides",-120.93806,47.1955599765285
"Populus_tremuloides",-124.31,51.939999984123
"Populus_tremuloides",-120.11994,46.9915199761293
"Populus_tremuloides",-120.878403,46.2805909746908
"Populus_tremuloides",-106.81,59.6299999907518
"Populus_tremuloides",-123.210556,48.6747219792391
"Populus_tremuloides",-158.04,65.3299999930458
"Populus_tremuloides",-120.46861,47.522499977155
"Populus_tremuloides",-109.73,62.4499999920467
"Populus_tremuloides",-121.29677,47.300899976732
"Populus_tremuloides",-112.09,62.289999991983
"Populus_tremuloides",-122.179167,48.1658329783426
"Populus_tremuloides",-119.237639,47.736555977557
"Populus_tremuloides",-158.43,61.6799999917312
"Populus_tremuloides",-117.17861,46.7313899756117
"Populus_tremuloides",-122.48694,48.7597199793851
"Populus_tremuloides",-118.087048,48.5733359790633
"Populus_tremuloides",-117.101667,47.9211109778979
"Populus_tremuloides",-109.88,55.9699999883048
"Populus_tremuloides",-119.83644,48.6816299792509
"Populus_tremuloides",-123.01244,47.4480999770138
"Populus_tremuloides",-120.06,58.8999999903442
"Populus_tremuloides",-119.897511,46.040232974188
"Populus_tremuloides",-117.08,59.7299999908051
"Populus_tremuloides",-122.75917,48.1172199782549
"Populus_tremuloides",-122.64194,48.2933299785706
"Populus_tremuloides",-96.97,51.7199999838391
"Populus_tremuloides",-122.647806,46.9125829759733
"Populus_tremuloides",-92.13,47.7599999776003
"Populus_tremuloides",-121.135,48.9216669796606
"Populus_tremuloides",-161.52,61.7499999917609
"Populus_tremuloides",-70.52,46.9499999760474
"Populus_tremuloides",-100.92,53.939999986427
"Populus_tremuloides",-103.99,55.1099999875616
"Populus_tremuloides",-103.59514,43.9157799693804
"Populus_tremuloides",-117.69,51.2699999832391
"Populus_tremuloides",-81.4729,41.5445999632918
"Populus_tremuloides",-103.5351,43.6403999687108
"Populus_tremuloides",-151.44,67.0599999935544
"Populus_tremuloides",-148.5,65.349999993052
"Populus_tremuloides",-103.56362,43.8022699691056
"Populus_tremuloides",-68.92,51.1199999830332
"Populus_tremuloides",-123.103936,44.6205419710462
"Populus_tremuloides",-115.13,50.6299999823393
"Populus_tremuloides",-119.11,57.6999999895928
"Populus_tremuloides",-115.445,43.5897219685864
"Populus_tremuloides",-114.74,63.6399999924895
"Populus_tremuloides",-122.558005,45.7752689736237
"Populus_tremuloides",-123.145594,44.5308109708379
"Populus_tremuloides",-122.61805,45.3611199727214
"Populus_tremuloides",-145.11,61.899999991824
"Populus_tremuloides",-117.5786,47.4885999770908
"Populus_tremuloides",-106.916033,40.3976999601061
"Populus_tremuloides",-122.907106,46.4425969750253
"Populus_tremuloides",-125.2,55.8599999882137
"Populus_tremuloides",-115.94,49.6099999807893
"Populus_tremuloides",-122.200775,43.8754439692828
"Populus_tremuloides",-120.56,58.3899999900379
"Populus_tremuloides",-115.87,50.1699999816583
"Populus_tremuloides",-122.106378,42.1292289648585
"Populus_tremuloides",-122.996606,45.0082669719331
"Populus_tremuloides",-123.0178,46.9037369759557
"Populus_tremuloides",-121.02699,40.669624960874
"Populus_tremuloides",-114.25199,48.5645899790483
"Populus_tremuloides",-122.87845,46.5829199753117
"Populus_tremuloides",-114.27,56.439999988681
"Populus_tremuloides",-121.326875,45.8956859738814
"Populus_tremuloides",-114.35,63.1699999923204
"Populus_tremuloides",-109.306725,45.1712139722993
"Populus_tremuloides",-117.148007,48.2273709784531
"Populus_tremuloides",-99.62,53.0399999854501
"Populus_tremuloides",-122.335927,47.1545679764486
"Populus_tremuloides",-120.693299,47.3314329767907
"Populus_tremuloides",-118.3635,46.059199974228
"Populus_tremuloides",-123.356536,47.9306469779153
"Populus_tremuloides",-99.39,19.4999999151312
"Populus_tremuloides",-100.38,19.9099999149481
"Populus_tremuloides",-100.36,20.0099999149142
"Populus_tremuloides",-95.85,50.369999981958
"Populus_tremuloides",-108.93,60.4299999911612
"Populus_tremuloides",-111.3,60.0899999909917
"Populus_tremuloides",-98.65,20.1399999148763
"Populus_tremuloides",-100.29,20.159999914871
"Populus_tremuloides",-100.12,20.8099999147919
"Populus_tremuloides",-99.58,20.8599999147931
"Populus_tremuloides",-100.39,20.9999999148015
"Populus_tremuloides",-100.41,21.2899999148438
"Populus_tremuloides",-103.29,21.4299999148763
"Populus_tremuloides",-103.05,21.9199999150502
"Populus_tremuloides",-103.63,21.9899999150826
"Populus_tremuloides",-104.21,23.3999999161247
"Populus_tremuloides",-99.78,23.5999999163304
"Populus_tremuloides",-105.31,23.7799999165273
"Populus_tremuloides",-70.44,49.0399999798594
"Populus_tremuloides",-114.4,56.1299999884351
"Populus_tremuloides",-104.93,23.9299999166999
"Populus_tremuloides",-127.11,66.8599999934979
"Populus_tremuloides",-105.74,24.0899999168924
"Populus_tremuloides",-121.68,60.9899999914262
"Populus_tremuloides",-100.14,24.689999917689
"Populus_tremuloides",-100.06,24.8499999179209
"Populus_tremuloides",-88.99,46.9099999759682
"Populus_tremuloides",-100.22,24.8899999179802
"Populus_tremuloides",-100.33,24.9699999181
"Populus_tremuloides",-106.41,25.1099999183148
"Populus_tremuloides",-100.33,25.1799999184244
"Populus_tremuloides",-100.14,25.199999918456
"Populus_tremuloides",-105.14,57.0599999891464
"Populus_tremuloides",-66.62,52.0299999842373
"Populus_tremuloides",-151.96,65.1199999929805
"Populus_tremuloides",-101.42,25.2299999185036
"Populus_tremuloides",-100.51,25.2599999185515
"Populus_tremuloides",-65.96,47.1299999764008
"Populus_tremuloides",-114.86,66.4899999933923
"Populus_tremuloides",-122.51,60.2899999910921
"Populus_tremuloides",-116,55.2199999876607
"Populus_tremuloides",-71.5600000000001,48.4399999788302
"Populus_tremuloides",-100.28,25.3399999186805
"Populus_tremuloides",-124.56,58.7599999902619
"Populus_tremuloides",-100.38,25.3699999187294
"Populus_tremuloides",-100.49,25.3899999187621
"Populus_tremuloides",-100.77,25.4099999187949
"Populus_tremuloides",-100.53,52.3999999846963
"Populus_tremuloides",-99.57,25.4799999189108
"Populus_tremuloides",-122.36,56.6799999888653
"Populus_tremuloides",-107.06,25.959999919744
"Populus_tremuloides",-106.4,25.9999999198163
"Populus_tremuloides",-106.1,25.9999999198163
"Populus_tremuloides",-106.2,26.0999999199994
"Populus_tremuloides",-107.11,26.2799999203355
"Populus_tremuloides",-106.1,26.3999999205646
"Populus_tremuloides",-106.28,26.5999999209549
"Populus_tremuloides",-73.84,48.5899999790925
"Populus_tremuloides",-107.53,27.229999922252
"Populus_tremuloides",-108.26,61.9899999918613
"Populus_tremuloides",-107.54,27.589999923037
"Populus_tremuloides",-107.64,27.739999923373
"Populus_tremuloides",-107.97,27.9699999238983
"Populus_tremuloides",-107.85,28.119999924247
"Populus_tremuloides",-108.38,28.1899999244115
"Populus_tremuloides",-107.32,28.879999926087
"Populus_tremuloides",-108.14,29.1799999268444
"Populus_tremuloides",-106.5,29.1999999268956
"Populus_tremuloides",-84.57,48.9599999797251
"Populus_tremuloides",-103.3,29.2499999270236
"Populus_tremuloides",-100.66,55.9599999882967
"Populus_tremuloides",-108.24,29.669999928117
"Populus_tremuloides",-110.88,30.429999930169
"Populus_tremuloides",-90.39,55.4299999878466
"Populus_tremuloides",-91.83,53.1899999856195
"Populus_tremuloides",-104.12,30.6499999307792
"Populus_tremuloides",-110.31,30.9099999315088
"Populus_tremuloides",-109.95,30.9399999315935
"Populus_tremuloides",-115.75,55.6799999880624
"Populus_tremuloides",-118.9,61.3699999915971
"Populus_tremuloides",-115.59,30.9799999317068
"Populus_tremuloides",-110.43,30.9799999317068
"Populus_tremuloides",-103.07,54.9599999874243
"Populus_tremuloides",-115.48,31.0399999318769
"Populus_tremuloides",-118.97,58.269999989963
"Populus_tremuloides",-115.59,31.0799999319905
"Populus_tremuloides",-104.85,31.9299999344504
"Populus_tremuloides",-110.79,32.4499999359916
"Populus_tremuloides",-118.49,50.0499999814758
"Populus_tremuloides",-67.48,47.9099999778775
"Populus_tremuloides",-109.89,32.7099999367707
"Populus_tremuloides",-105.71,32.7099999367707
"Populus_tremuloides",-104.38,53.6399999861118
"Populus_tremuloides",-157.85,64.949999992927
"Populus_tremuloides",-147.49,64.3499999927323
"Populus_tremuloides",-150.11,65.9899999932456
"Populus_tremuloides",-105.7,32.8099999370717
"Populus_tremuloides",-105.81,32.8499999371924
"Populus_tremuloides",-151.52,65.1399999929869
"Populus_tremuloides",-68.96,52.8499999852315
"Populus_tremuloides",-105.71,33.0399999377668
"Populus_tremuloides",-107.88,33.1799999381916
"Populus_tremuloides",-111.82,57.8899999897191
"Populus_tremuloides",-108.39,63.4299999924148
"Populus_tremuloides",-108.64,33.2799999384959
"Populus_tremuloides",-88.66,53.3999999858521
"Populus_tremuloides",-92.54,49.9099999812604
"Populus_tremuloides",-79.6,47.7999999776747
"Populus_tremuloides",-108.8,33.3399999386787
"Populus_tremuloides",-105.82,33.3499999387092
"Populus_tremuloides",-85.75,48.7499999793685
"Populus_tremuloides",-108.64,33.4099999388922
"Populus_tremuloides",-108.3,33.5799999394118
"Populus_tremuloides",-78.9,48.2199999784397
"Populus_tremuloides",-54,48.2799999785468
"Populus_tremuloides",-120.46,50.2899999818387
"Populus_tremuloides",-105.37,33.629999939565
"Populus_tremuloides",-109.34,33.6499999396262
"Populus_tremuloides",-76.42,48.789999979437
"Populus_tremuloides",-107.43,33.6499999396264
"Populus_tremuloides",-108.09,56.0699999883865
"Populus_tremuloides",-108.59,33.6799999397183
"Populus_tremuloides",-109.65,33.7499999399331
"Populus_tremuloides",-148.95,64.8099999928823
"Populus_tremuloides",-145.48,61.7899999917777
"Populus_tremuloides",-158.9,61.5999999916969
"Populus_tremuloides",-122.08,66.2099999933107
"Populus_tremuloides",-118.35,49.5399999806776
"Populus_tremuloides",-115.37,50.1599999816431
"Populus_tremuloides",-111.77,57.1599999892185
"Populus_tremuloides",-87.39,51.3199999833073
"Populus_tremuloides",-127.75,55.6599999880452
"Populus_tremuloides",-154.91,64.6999999928468
"Populus_tremuloides",-109.64,33.8699999403016
"Populus_tremuloides",-107.5,33.8699999403017
"Populus_tremuloides",-109.06,53.2399999856751
"Populus_tremuloides",-109.49,33.8799999403324
"Populus_tremuloides",-137.82,59.94999999092
"Populus_tremuloides",-72.55,49.3399999803547
"Populus_tremuloides",-79.67,48.8999999796239
"Populus_tremuloides",-97.69,51.3399999833342
"Populus_tremuloides",-117.65,59.6199999907465
"Populus_tremuloides",-109.11,33.8899999403631
"Populus_tremuloides",-92.95,50.7199999824694
"Populus_tremuloides",-88.8,51.7799999839172
"Populus_tremuloides",-158.02,61.0099999914353
"Populus_tremuloides",-91.92,49.5199999806456
"Populus_tremuloides",-107.15,33.9599999405786
"Populus_tremuloides",-116.69,65.479999993092
"Populus_tremuloides",-131.24,58.3699999900253
"Populus_tremuloides",-120.09,56.2499999885313
"Populus_tremuloides",-109.2,57.3899999893809
"Populus_tremuloides",-123.5,62.1099999919104
"Populus_tremuloides",-141.42,64.1799999926752
"Populus_tremuloides",-124.96,64.3399999927287
"Populus_tremuloides",-115.89,58.2399999899441
"Populus_tremuloides",-120.52,59.8999999908942
"Populus_tremuloides",-112.45,57.0199999891174
"Populus_tremuloides",-80.26,48.179999978368
"Populus_tremuloides",-92.92,50.6099999823105
"Populus_tremuloides",-69.04,48.7799999794197
"Populus_tremuloides",-109.66,33.9799999406401
"Populus_tremuloides",-105.39,63.2699999923571
"Populus_tremuloides",-153.56,62.6799999921362
"Populus_tremuloides",-101.79,54.4699999869594
"Populus_tremuloides",-108.27,54.1399999866317
"Populus_tremuloides",-97.67,50.6999999824407
"Populus_tremuloides",-98.17,51.9799999841739
"Populus_tremuloides",-96.13,50.059999981491
"Populus_tremuloides",-94.93,49.6799999809004
"Populus_tremuloides",-84.92,48.6799999792482
"Populus_tremuloides",-105.36,60.4399999911659
"Populus_tremuloides",-75.83,48.419999978795
"Populus_tremuloides",-112.53,55.9599999882967
"Populus_tremuloides",-82.04,49.0399999798594
"Populus_tremuloides",-115.58,57.8299999896795
"Populus_tremuloides",-112.22,55.1299999875796
"Populus_tremuloides",-109.05,33.9799999406401
"Populus_tremuloides",-127.31,61.1599999915034
"Populus_tremuloides",-66.39,54.3699999868613
"Populus_tremuloides",-109.43,34.0199999407633
"Populus_tremuloides",-109.74,34.1099999410407
"Populus_tremuloides",-156.36,60.2399999910671
"Populus_tremuloides",-109.55,34.1099999410407
"Populus_tremuloides",-110.85,34.2999999416272
"Populus_tremuloides",-110.96,34.339999941751
"Populus_tremuloides",-111.06,34.3799999418747
"Populus_tremuloides",-83.82,48.9999999797924
"Populus_tremuloides",-130.05,59.7199999907999
"Populus_tremuloides",-111.31,34.4499999420911
"Populus_tremuloides",-106.42,35.1999999444174
"Populus_tremuloides",-75.86,49.2599999802238
"Populus_tremuloides",-109.96,59.7899999908367
"Populus_tremuloides",-159.55,63.7599999925316
"Populus_tremuloides",-107.58,35.2799999446659
"Populus_tremuloides",-78.05,49.2999999802893
"Populus_tremuloides",-92.36,53.879999986365
"Populus_tremuloides",-107.47,35.3199999447902
"Populus_tremuloides",-111.82,35.3699999449455
"Populus_tremuloides",-154.14,63.8899999925765
"Populus_tremuloides",-106.7,63.6099999924789
"Populus_tremuloides",-111.66,35.3799999449765
"Populus_tremuloides",-142.07,63.7099999925139
"Populus_tremuloides",-105.57,35.6499999458157
"Populus_tremuloides",-83.03,35.6899999459397
"Populus_tremuloides",-127.54,59.3799999906162
"Populus_tremuloides",-114.13,55.8299999881887
"Populus_tremuloides",-105.72,35.7399999460951
"Populus_tremuloides",-97.32,52.8799999852662
"Populus_tremuloides",-92.86,50.1999999817036
"Populus_tremuloides",-129.66,65.929999993228
"Populus_tremuloides",-146.3,67.3999999936494
"Populus_tremuloides",-106.6,35.7899999462504
"Populus_tremuloides",-130.6,60.9799999914217
"Populus_tremuloides",-88.85,51.1399999830609
"Populus_tremuloides",-67.81,48.0199999780787
"Populus_tremuloides",-106.48,35.8199999463435
"Populus_tremuloides",-93.07,50.9399999827822
"Populus_tremuloides",-105.55,35.8299999463746
"Populus_tremuloides",-89.17,49.8999999812448
"Populus_tremuloides",-90.16,50.6699999823973
"Populus_tremuloides",-106.38,35.8699999464989
"Populus_tremuloides",-92.91,47.769999977619
"Populus_tremuloides",-105.78,35.8699999464989
"Populus_tremuloides",-70.01,47.9299999779143
"Populus_tremuloides",-87.92,50.0899999815367
"Populus_tremuloides",-154.06,65.7499999931741
"Populus_tremuloides",-106.65,35.9099999466229
"Populus_tremuloides",-67.22,47.1599999764593
"Populus_tremuloides",-153.08,64.1399999926619
"Populus_tremuloides",-114.33,57.4299999894086
"Populus_tremuloides",-76.2,47.9999999780423
"Populus_tremuloides",-148.83,64.4499999927655
"Populus_tremuloides",-123.16,58.9399999903674
"Populus_tremuloides",-69.62,48.639999979179
"Populus_tremuloides",-114.59,64.1599999926686
"Populus_tremuloides",-112.72,60.3799999911365
"Populus_tremuloides",-95.36,46.9399999760275
"Populus_tremuloides",-97.44,56.1699999884674
"Populus_tremuloides",-141.71,64.5299999927914
"Populus_tremuloides",-133.64,63.6999999925105
"Populus_tremuloides",-106.74,35.9599999467783
"Populus_tremuloides",-107.05,62.3399999920032
"Populus_tremuloides",-157.89,59.759999990821
"Populus_tremuloides",-106.45,35.9599999467782
"Populus_tremuloides",-79.91,48.3899999787421
"Populus_tremuloides",-119.52,57.3099999893248
"Populus_tremuloides",-136.35,60.3999999911463
"Populus_tremuloides",-156.1,64.2899999927122
"Populus_tremuloides",-106.94,62.6899999921401
"Populus_tremuloides",-117.97,58.8399999903089
"Populus_tremuloides",-139.64,61.8499999918032
"Populus_tremuloides",-106.71,54.3099999868019
"Populus_tremuloides",-102.82,55.6099999880025
"Populus_tremuloides",-67.97,47.2199999765758
"Populus_tremuloides",-108.83,36.0299999469954
"Populus_tremuloides",-148.7,65.4199999930737
"Populus_tremuloides",-157.51,65.0599999929617
"Populus_tremuloides",-106.62,36.0399999470266
"Populus_tremuloides",-151.12,61.2999999915661
"Populus_tremuloides",-77.6,48.579999979075
"Populus_tremuloides",-72.38,49.1199999799927
"Populus_tremuloides",-111.18,58.5199999901177
"Populus_tremuloides",-116.51,50.7099999824549
"Populus_tremuloides",-106.41,36.0499999470575
"Populus_tremuloides",-105.61,36.0499999470575
"Populus_tremuloides",-127.28,59.8399999908631
"Populus_tremuloides",-112.4,54.219999986712
"Populus_tremuloides",-152.58,65.2999999930367
"Populus_tremuloides",-118.54,36.0799999471506
"Populus_tremuloides",-130.65,58.4599999900807
"Populus_tremuloides",-91.67,54.9899999874519
"Populus_tremuloides",-106.89,36.0899999471817
"Populus_tremuloides",-65.64,54.7799999872565
"Populus_tremuloides",-89.52,52.8299999852082
"Populus_tremuloides",-116.68,52.9699999853699
"Populus_tremuloides",-135.91,65.6799999931529
"Populus_tremuloides",-75.7900000000001,50.9699999828243
"Populus_tremuloides",-149.42,66.4399999933777
"Populus_tremuloides",-124.33,53.9899999864785
"Populus_tremuloides",-87.45,36.1299999473057
"Populus_tremuloides",-106.83,61.6599999917227
"Populus_tremuloides",-106.43,63.629999992486
"Populus_tremuloides",-93.77,47.9999999780423
"Populus_tremuloides",-118.22,36.1399999473368
"Populus_tremuloides",-105.44,36.1399999473368
"Populus_tremuloides",-106.56,36.1499999473677
"Populus_tremuloides",-96.6,50.0899999815368
"Populus_tremuloides",-157.62,63.1399999923093
"Populus_tremuloides",-111.19,58.2899999899755
"Populus_tremuloides",-140.51,64.0199999926213
"Populus_tremuloides",-118.49,60.9799999914217
"Populus_tremuloides",-67.85,49.4599999805491
"Populus_tremuloides",-132.1,63.559999992461
"Populus_tremuloides",-111.93,36.1899999474917
"Populus_tremuloides",-105.57,36.1899999474917
"Populus_tremuloides",-161.48,61.8599999918072
"Populus_tremuloides",-90.58,46.9399999760275
"Populus_tremuloides",-112.22,36.2299999476157
"Populus_tremuloides",-109,61.1299999914899
"Populus_tremuloides",-141.74,65.7299999931679
"Populus_tremuloides",-87.49,51.8399999839948
"Populus_tremuloides",-108.95,36.2499999476778
"Populus_tremuloides",-120.59,50.1399999816129
