"","settings","features","rm","full.AUC","Mean.AUC","Var.AUC","Mean.AUC.DIFF","Var.AUC.DIFF","Mean.OR10","Var.OR10","Mean.ORmin","Var.ORmin","AICc","delta.AICc","w.AIC","nparam","sel.cri","rankAICc"
"1","L_0.5","L",0.5,0.9845,0.983149793956044,0.000137260603179284,0.0039567387262128,7.93843903376523e-05,0.168956043956044,0.0482505132230407,0.0178571428571429,0.00127551020408163,1067.12100859782,4.40026001891965,0.0261721924607931,10,"",9
"2","P_0.5","P",0.5,0.9861,0.982793887362637,0.000141705734557117,0.00327695649624765,6.65212181697015e-05,0.186813186813187,0.016181620577225,0.0535714285714286,0.0114795918367347,1094.17422769615,31.4534791172475,3.4938818865074e-08,21,"",90
"3","Q_0.5","Q",0.5,0.9846,0.973993612637363,0.00118175746878976,0.00750673973130525,0.000308021150251566,0.111263736263736,0.0165514430624321,0.0535714285714286,0.0114795918367347,1074.89355857084,12.1728099919412,0.000537096501466117,13,"",59
"4","H_0.5","H",0.5,0.9898,0.981225343406593,0.000160939423048621,0.00748809844880732,0.000187442729451901,0.167582417582418,0.0232963007688282,0.0714285714285714,0.0204081632653061,1841.40424328056,778.683494701659,1.92473958738264e-170,47,"",117
"5","LP_0.5","LP",0.5,0.9861,0.982993063186813,0.000132298177222053,0.00328478298378451,7.25660471155961e-05,0.186813186813187,0.016181620577225,0.0535714285714286,0.0114795918367347,1100.4612574116,37.740508832695,1.5069438232569e-09,22,"",97
"6","LQ_0.5","LQ",0.5,0.9858,0.984068063186813,5.73983760959804e-05,0.00312840131667116,2.97494830708285e-05,0.129120879120879,0.0148432153926659,0.0535714285714286,0.0114795918367347,1065.90530128041,3.18455270150434,0.0480648504152733,14,"",5
"7","LH_0.5","LH",0.5,0.9894,0.861032348901099,0.171419849922625,0.0228970424316537,0.0034202616422545,0.148351648351648,0.0294247876665459,0.0714285714285714,0.0204081632653061,1330.30471947846,267.583970899557,1.85448542382035e-59,40,"",113
"8","PQ_0.5","PQ",0.5,0.9861,0.983947046703297,8.24406578671693e-05,0.00311650185942108,6.29804239721406e-05,0.129120879120879,0.0227327617437508,0.0535714285714286,0.0114795918367347,1093.59722880273,30.8764802238318,4.66231848408765e-08,21,"",88
"9","PH_0.5","PH",0.5,0.9895,0.871098282967033,0.14551970242812,0.0102373344110158,0.000325497572084602,0.10989010989011,0.0189993157026124,0.0714285714285714,0.0204081632653061,2319.33323616538,1256.61248758648,3.18720356924697e-274,49,"",119
"10","QH_0.5","QH",0.5,0.9896,0.860051304945055,0.170481692237772,0.00800366347829,0.000175779930465669,0.10989010989011,0.0189993157026124,0.0714285714285714,0.0204081632653061,1704.67809412297,641.957345544073,9.42058851107113e-141,46,"",116
