"","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
"Mod.LowAICc",5.9174,27.9196,0,10.6214,3.9243,7.8349,0.0812,5.8887,17.7977,4.0446,0,3.3559,7.7819,2.7342,0.859,0,1.2394
