"","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
"Mod.LowAICc",0,0,1.3662,0,0,23.4601,5.7345,0,0,0.7146,0,0,0,20.7498,0,47.9748,0
