"","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
"Mod.LowAICc",0,0,0,0,0,23.5873,4.3597,0,0,0,0,0,0,20.5232,0,51.5298,0
