"","settings","features","rm","full.AUC","Mean.AUC","Var.AUC","Mean.AUC.DIFF","Var.AUC.DIFF","Mean.OR10","Var.OR10","Mean.ORmin","Var.ORmin","AICc","delta.AICc","w.AIC","nparam","sel.cri","rankAICc"
"31","L_1.5","L",1.5,0.684,0.63278534,0.0174517211562947,0.0704764866666667,0.0211832101595033,0.2072,0.0319018666666667,0.0018,1.296e-05,139759.961346493,4727.77004709738,0,9,"",115
"32","P_1.5","P",1.5,0.7904,0.7360361,0.0100641079819716,0.0634501666666667,0.0162520361292565,0.1566,0.0135357333333333,0.004,6.4e-05,136295.299829125,1263.10852972924,5.24164566843655e-275,26,"",77
"33","Q_1.5","Q",1.5,0.7552,0.70170662,0.0417119693362498,0.09411635,0.036590455200675,0.2194,0.0460502933333333,8e-04,2.56e-06,137318.524630797,2286.33333140082,0,9,"",103
"34","H_1.5","H",1.5,0.81,0.73668343,0.0138811814081596,0.07261346,0.027549785479812,0.2264,0.06310144,0.0034,4.624e-05,135359.16254423,326.971244834596,9.97921148239314e-72,112,"",21
"35","LP_1.5","LP",1.5,0.7911,0.73592408,0.00983962855594334,0.06366565,0.0162596473634369,0.1522,0.0123807466666667,0.0038,5.776e-05,136245.440512875,1213.24921347969,3.51787674345386e-264,35,"",74
"36","LQ_1.5","LQ",1.5,0.7725,0.71126552,0.0294641008004481,0.0875774966666667,0.0306944622071513,0.2214,0.0398832533333333,0.0064,0.00016384,136792.171438651,1759.98013925509,0,15,"",87
"37","LH_1.5","LH",1.5,0.8099,0.73652257,0.0136874666124433,0.07278879,0.027247737096587,0.2268,0.0635005866666667,0.0034,4.624e-05,135373.094927713,340.903628317727,9.4127731708346e-75,116,"",23
"38","PQ_1.5","PQ",1.5,0.7912,0.73292997,0.0119152017719226,0.06720106,0.0184145406691871,0.1706,0.0185264533333333,0.005,1e-04,136266.135872849,1233.94457345313,1.12808104058611e-268,35,"",76
"39","PH_1.5","PH",1.5,0.8109,0.73247626,0.0133878063522574,0.08452039,0.0233143423276394,0.2228,0.0632394666666667,0.0062,0.00015376,135312.875481562,280.684182166151,1.1225460774105e-61,103,"",18
"40","QH_1.5","QH",1.5,0.81,0.73786241,0.0136488365346284,0.0712318066666667,0.0270824720483327,0.2246,0.0608658666666667,0.0034,4.624e-05,135382.168729274,349.977429878665,1.00778205134169e-76,123,"",24
"41","LPQ_1.5","LPQ",1.5,0.7915,0.73469243,0.0113154390684906,0.0664549366666667,0.017680604597123,0.1648,0.01505664,0.0054,0.00011664,136255.208556514,1223.01725711863,2.66180902506384e-266,35,"",75
"42","LPH_1.5","LPH",1.5,0.8108,0.72864494,0.0135038118985806,0.0887250766666667,0.0236189355463398,0.2296,0.0626538666666667,0.0064,0.00016384,135286.192164008,254.000864612026,6.98896656685069e-56,90,"",17
"43","LQH_1.5","LQH",1.5,0.8099,0.73742345,0.0141766597684421,0.0725633033333333,0.0276189057402699,0.2272,0.0644864,0.0034,4.624e-05,135353.241630622,321.050331226405,1.9266653209161e-70,106,"",20
"44","PQH_1.5","PQH",1.5,0.8075,0.73134953,0.0134937825374552,0.0873793733333333,0.0227971909604504,0.2262,0.06067984,0.0062,0.00015376,135367.237269841,335.045970445091,1.76072624856676e-73,76,"",22
"45","LPQH_1.5","LPQH",1.5,0.8105,0.72802988,0.0132637196576152,0.0899916833333333,0.0232732561868214,0.2308,0.0601713066666667,0.006,0.000144,135328.515055177,296.323755781195,4.50934970330574e-65,103,"",19
"46","L_2","L",2,0.6818,0.63359532,0.0142034757811575,0.0623720966666667,0.0159461901610988,0.1874,0.02215056,0.002,1.6e-05,139827.491548581,4795.30024918495,0,7,"",116
"47","P_2","P",2,0.786,0.73093154,0.011716043868726,0.0664627833333333,0.0178175716884881,0.1606,0.0151101333333333,0.0046,8.464e-05,136468.155474564,1435.96417516869,1.52876654257991e-312,23,"",82
"48","Q_2","Q",2,0.7517,0.70216206,0.0401872961344653,0.0914617666666666,0.0337865900141677,0.2122,0.04333456,8e-04,2.56e-06,137406.408970603,2374.21767120689,0,8,"",105
"49","H_2","H",2,0.8065,0.73296745,0.0149941070993211,0.07498895,0.0278180039245203,0.2304,0.0645115733333333,0.0042,7.056e-05,135459.422270773,427.230971377372,1.69033673219816e-93,91,"",32
"50","LP_2","LP",2,0.7866,0.73005561,0.0117073283668402,0.0669933166666667,0.0180064632099987,0.1598,0.0146745066666667,0.0046,8.464e-05,136453.292089854,1421.10079045864,2.58157145600302e-309,23,"",81
"51","LQ_2","LQ",2,0.7641,0.70187443,0.0340410690288627,0.09184368,0.0338230838298452,0.2242,0.0446764266666667,0.0054,0.00011664,137069.71018653,2037.51888713421,0,12,"",96
"52","LH_2","LH",2,0.8063,0.73350444,0.0155462071921121,0.07513596,0.0279740519535448,0.23,0.06410944,0.0042,7.056e-05,135450.362439972,418.171140576334,1.56779938960384e-91,84,"",30
"53","PQ_2","PQ",2,0.787,0.72507834,0.0163579633031795,0.0744203433333334,0.0223177584175461,0.1848,0.02380288,0.0046,8.464e-05,136441.795657558,1409.60435816241,8.09660037765935e-307,24,"",78
"54","PH_2","PH",2,0.8073,0.72873063,0.0165058855879337,0.0875204033333333,0.0263610785610533,0.2302,0.06410256,0.0058,0.00013456,135423.365951882,391.174652486341,1.14157222896725e-85,87,"",26
"55","QH_2","QH",2,0.8063,0.73344169,0.0151011509061299,0.0750657133333333,0.027690622687747,0.2302,0.06382224,0.004,6.4e-05,135454.879935814,422.688636417821,1.63805595546072e-92,88,"",31
"56","LPQ_2","LPQ",2,0.7865,0.72466336,0.0168336053530889,0.07528385,0.0227439456374964,0.185,0.0232197866666667,0.0048,9.216e-05,136443.854679453,1411.66338005773,2.89195666417105e-307,23,"",79
"57","LPH_2","LPH",2,0.8072,0.73110448,0.015730678561789,0.08413343,0.0254388347080646,0.2258,0.0650595733333333,0.006,0.000144,135430.708957394,398.517657998338,2.90395584065661e-87,89,"",27
"58","LQH_2","LQH",2,0.8063,0.73310348,0.0155675598867381,0.0755142366666667,0.0281656884607689,0.231,0.0646256533333333,0.004,6.4e-05,135449.025339203,416.834039807291,3.05941388865021e-91,85,"",29
"59","PQH_2","PQH",2,0.8073,0.72955672,0.0153888684853291,0.08577326,0.025550261658735,0.2262,0.0644114666666667,0.006,0.000144,135433.51031526,401.319015863788,7.1562067046468e-88,90,"",28
"60","LPQH_2","LPQH",2,0.8072,0.73013261,0.0158929615663319,0.0857682733333333,0.0257075146324266,0.2282,0.0643884266666667,0.006,0.000144,135404.261518583,372.070219187561,1.60686124335755e-81,75,"",25
"61","L_2.5","L",2.5,0.6796,0.6351972,0.0116098672266271,0.05697621,0.013035763567831,0.168,0.0148834133333333,0.0018,1.296e-05,139888.025961243,4855.83466184704,0,7,"",117
"62","P_2.5","P",2.5,0.7817,0.72875004,0.0134723445099076,0.06820629,0.0186168248584859,0.1596,0.0150333866666667,0.0046,8.464e-05,136631.251222599,1599.05992320331,0,19,"",84
"63","Q_2.5","Q",2.5,0.7485,0.70637188,0.0369024161607631,0.0849204066666667,0.0289646915205055,0.1948,0.03624384,8e-04,2.56e-06,137489.854809059,2457.66350966319,0,7,"",107
"64","H_2.5","H",2.5,0.8036,0.73176806,0.0158630585270165,0.0754669666666667,0.0279739789973022,0.2288,0.0627882666666667,0.0034,4.624e-05,135557.710504152,525.519204756245,7.67281156989816e-115,81,"",37
"65","LP_2.5","LP",2.5,0.7812,0.72644352,0.0147017616932876,0.0711016066666667,0.020221017079216,0.1666,0.0168168,0.0048,9.216e-05,136647.629172991,1615.43787359577,0,20,"",86
